----------追踪目标日志----------
以下为各列数值含义：
帧数  目标ID  目标类别  x1, y1, x2, y2 (方框左上角以及右下角)
40  29  car  912, 194, 947, 221
40  35  car  790, 361, 906, 450
40  37  bus  872, 213, 941, 375
41  1  person  814, 128, 829, 156
41  2  person  8, 168, 20, 201
41  3  person  117, 170, 128, 207
41  5  car  618, 169, 677, 205
41  6  car  578, 121, 620, 146
41  7  car  478, 100, 507, 121
41  8  car  227, 147, 276, 179
41  9  car  430, 196, 484, 242
41  10  car  859, 156, 910, 188
41  11  car  216, 127, 252, 155
41  12  car  561, 96, 592, 118
41  13  car  455, 165, 501, 202
41  14  car  524, 99, 550, 117
41  16  car  371, 78, 396, 98
41  17  car  387, 97, 411, 117
41  19  truck  19, 415, 237, 539
41  20  truck  373, 251, 470, 416
41  23  car  816, 203, 879, 250
41  29  car  911, 193, 947, 219
41  32  car  408, 62, 427, 75
41  35  car  784, 355, 899, 443
41  37  bus  868, 208, 941, 373
42  1  person  814, 128, 828, 156
42  2  person  7, 168, 20, 201
42  3  person  117, 170, 128, 206
42  5  car  616, 167, 675, 204
42  6  car  576, 120, 618, 145
42  7  car  478, 99, 506, 120
42  8  car  224, 148, 274, 181
42  9  car  430, 197, 485, 243
42  10  car  859, 156, 910, 187
42  11  car  216, 128, 252, 155
42  12  car  560, 95, 592, 118
42  13  car  455, 166, 502, 203
42  14  car  523, 98, 550, 117
42  16  car  370, 78, 396, 98
42  17  car  386, 97, 411, 118
42  20  truck  370, 252, 469, 420
42  23  car  816, 203, 876, 247
42  29  car  908, 192, 948, 220
42  32  car  407, 62, 426, 76
42  35  car  778, 350, 891, 435
42  37  bus  864, 207, 940, 372
43  1  person  813, 128, 827, 155
43  2  person  7, 168, 20, 201
43  3  person  117, 170, 128, 206
43  5  car  614, 165, 673, 202
43  6  car  575, 120, 617, 145
43  7  car  477, 99, 506, 120
43  8  car  222, 149, 272, 182
43  9  car  431, 198, 486, 244
43  10  car  858, 155, 909, 186
43  11  car  216, 128, 252, 155
43  12  car  559, 95, 591, 117
43  13  car  456, 167, 502, 204
43  14  car  522, 97, 549, 116
43  16  car  369, 79, 395, 99
43  17  car  385, 97, 410, 118
43  20  car  368, 253, 469, 422
43  23  car  813, 200, 876, 246
43  29  car  906, 192, 949, 220
43  32  car  407, 62, 426, 76
43  35  car  772, 344, 884, 428
43  37  bus  859, 205, 940, 371
43  41  bus  6, 424, 244, 539
44  1  person  812, 128, 827, 155
44  2  person  7, 168, 20, 201
44  3  person  117, 169, 128, 206
44  5  car  613, 164, 671, 200
44  6  car  574, 119, 616, 144
44  7  car  477, 98, 506, 119
44  8  car  219, 149, 270, 184
44  9  car  431, 199, 487, 246
44  10  car  858, 155, 908, 186
44  11  car  215, 128, 251, 156
44  12  car  559, 94, 590, 116
44  13  car  457, 168, 504, 205
44  14  car  522, 96, 549, 115
44  16  car  369, 79, 395, 99
44  17  car  384, 98, 409, 119
44  20  truck  368, 254, 469, 425
44  23  car  808, 194, 875, 244
44  29  car  904, 191, 950, 220
44  32  car  407, 62, 426, 76
44  35  car  766, 338, 877, 421
44  37  bus  855, 204, 940, 370
44  41  truck  9, 429, 237, 539
45  1  person  812, 127, 826, 155
45  2  person  8, 168, 21, 201
45  3  person  117, 169, 127, 205
45  5  car  611, 162, 668, 198
45  6  car  573, 118, 614, 143
45  7  car  477, 97, 505, 119
45  8  car  216, 150, 269, 185
45  9  car  432, 200, 488, 247
45  10  car  858, 155, 908, 186
45  11  car  215, 128, 251, 156
45  12  car  559, 94, 589, 115
45  13  car  458, 168, 505, 207
45  14  car  521, 95, 548, 114
45  16  car  368, 80, 394, 100
45  17  car  384, 98, 409, 119
45  20  car  368, 256, 470, 427
45  23  car  807, 195, 870, 241
45  29  car  902, 190, 950, 219
45  32  car  406, 62, 425, 76
45  35  car  761, 333, 870, 414
45  37  bus  850, 202, 940, 370
46  1  person  811, 127, 825, 154
46  2  person  8, 168, 21, 201
46  3  person  116, 169, 127, 205
46  5  car  609, 160, 665, 196
46  6  car  573, 117, 613, 142
46  7  car  477, 97, 505, 118
46  8  car  214, 151, 267, 186
46  9  car  432, 201, 488, 249
46  10  car  857, 155, 908, 185
46  11  car  214, 128, 251, 156
46  12  car  559, 94, 588, 115
46  13  car  459, 169, 506, 208
46  14  car  521, 94, 548, 114
46  16  car  368, 80, 394, 100
46  17  car  383, 99, 409, 120
46  20  car  368, 258, 470, 430
46  23  car  803, 194, 865, 239
46  29  car  902, 189, 949, 217
46  32  car  406, 63, 425, 76
46  35  car  755, 328, 863, 407
46  37  bus  845, 200, 940, 369
47  1  person  810, 126, 824, 154
47  2  person  8, 168, 21, 202
47  3  person  116, 168, 127, 205
47  5  car  606, 159, 662, 194
47  6  car  572, 116, 612, 141
47  7  car  477, 96, 505, 117
47  8  car  211, 153, 264, 188
47  9  car  433, 202, 489, 250
47  10  car  856, 153, 908, 185
47  11  car  214, 128, 250, 156
47  12  car  558, 93, 588, 114
47  13  car  460, 170, 507, 209
47  14  car  521, 94, 547, 113
47  16  car  367, 81, 393, 100
47  17  car  383, 99, 408, 121
47  20  truck  366, 259, 470, 434
47  21  car  902, 126, 941, 153
47  23  car  800, 193, 859, 236
47  29  car  900, 189, 950, 216
47  32  car  406, 63, 425, 76
47  35  car  750, 323, 857, 400
47  37  bus  840, 197, 940, 369
47  43  car  369, 259, 468, 433
48  1  person  810, 126, 824, 153
48  2  person  8, 168, 22, 202
48  3  person  116, 168, 127, 205
48  5  car  604, 157, 660, 192
48  6  car  571, 116, 611, 140
48  7  car  477, 96, 505, 117
48  8  car  208, 154, 263, 189
48  9  car  433, 203, 490, 251
48  10  car  855, 153, 909, 185
48  11  car  213, 128, 250, 156
48  12  car  558, 93, 587, 114
48  13  car  460, 171, 508, 210
48  14  car  521, 94, 546, 112
48  16  car  366, 81, 392, 101
48  17  car  382, 100, 407, 121
48  21  car  901, 125, 941, 153
48  29  car  897, 188, 953, 219
48  32  car  406, 63, 425, 77
48  35  car  745, 319, 850, 394
48  37  bus  836, 195, 941, 369
48  43  truck  367, 260, 469, 438
49  2  person  8, 168, 21, 201
49  3  person  116, 168, 127, 205
49  5  car  601, 156, 656, 190
49  6  car  569, 115, 610, 140
49  7  car  477, 96, 504, 116
49  8  car  206, 155, 260, 191
49  9  car  434, 204, 491, 253
49  10  car  856, 153, 908, 184
49  11  car  213, 129, 251, 157
49  12  car  558, 93, 587, 114
49  13  car  461, 172, 509, 211
49  14  car  520, 93, 546, 111
49  16  car  364, 81, 391, 101
49  17  car  381, 100, 407, 122
49  23  car  796, 190, 852, 230
49  29  car  895, 187, 954, 219
49  32  car  405, 63, 424, 77
49  34  person  922, 145, 935, 169
49  35  car  740, 313, 844, 388
49  37  bus  830, 194, 944, 378
49  43  truck  364, 263, 466, 440
50  2  person  8, 168, 21, 201
50  3  person  116, 168, 127, 205
50  5  car  599, 154, 654, 189
50  6  car  568, 114, 608, 138
50  7  car  477, 95, 504, 115
50  8  car  203, 156, 258, 192
50  9  car  434, 205, 492, 254
50  10  car  855, 152, 908, 184
50  11  car  213, 129, 250, 157
50  12  car  557, 92, 587, 113
50  13  car  461, 172, 510, 212
50  14  car  520, 92, 545, 111
50  16  car  363, 81, 391, 102
50  17  car  380, 101, 406, 122
50  21  car  901, 125, 942, 152
50  29  car  892, 186, 958, 222
50  32  car  405, 63, 424, 77
50  34  person  921, 145, 934, 169
50  35  car  736, 309, 838, 382
50  37  bus  825, 191, 944, 380
50  43  truck  364, 264, 467, 442
51  1  person  808, 124, 822, 152
51  2  person  7, 169, 21, 202
51  3  person  116, 168, 128, 205
51  5  car  598, 153, 653, 187
51  6  car  567, 113, 607, 137
51  7  car  477, 95, 504, 115
51  8  car  201, 158, 255, 193
51  9  car  435, 206, 493, 256
51  10  car  855, 152, 908, 184
51  11  car  212, 129, 250, 157
51  12  car  557, 92, 587, 113
51  13  car  462, 173, 511, 214
51  14  car  520, 92, 545, 110
51  16  car  362, 81, 390, 102
51  17  car  379, 101, 406, 123
51  21  car  901, 125, 943, 152
51  29  car  894, 185, 955, 218
51  32  car  405, 63, 424, 77
51  34  person  922, 145, 935, 169
51  35  car  731, 304, 831, 376
51  37  bus  822, 190, 944, 378
51  43  truck  365, 266, 468, 445
52  1  person  807, 124, 821, 151
52  2  person  7, 169, 21, 203
52  3  person  116, 168, 127, 205
52  5  car  597, 151, 651, 185
52  6  car  567, 113, 606, 137
52  7  car  477, 94, 504, 114
52  8  car  198, 159, 253, 194
52  9  car  436, 208, 494, 257
52  10  car  856, 152, 908, 184
52  11  car  212, 130, 249, 158
52  12  car  557, 91, 587, 112
52  13  car  463, 174, 512, 215
52  14  car  520, 92, 544, 109
52  16  car  361, 82, 389, 102
52  17  car  378, 102, 405, 124
52  21  car  901, 126, 942, 153
52  29  car  893, 185, 954, 217
52  32  car  404, 63, 424, 77
52  35  car  726, 300, 825, 370
52  37  bus  814, 187, 941, 376
52  43  truck  364, 267, 469, 449
53  1  person  807, 124, 821, 151
53  2  person  7, 169, 21, 203
53  3  person  116, 168, 128, 206
53  5  car  596, 150, 649, 183
53  6  car  567, 112, 605, 135
53  7  car  477, 94, 503, 114
53  8  car  195, 160, 250, 195
53  9  car  436, 209, 495, 259
53  10  car  855, 152, 908, 183
53  11  car  211, 130, 249, 158
53  12  car  556, 91, 586, 111
53  13  car  463, 175, 513, 216
53  14  car  520, 91, 543, 109
53  16  car  360, 82, 388, 103
53  17  car  378, 103, 404, 125
53  32  car  403, 64, 423, 78
53  35  car  721, 296, 820, 365
53  37  bus  808, 185, 939, 374
53  43  truck  363, 269, 468, 451
54  1  person  806, 123, 820, 150
54  2  person  7, 170, 21, 203
54  3  person  117, 168, 128, 205
54  5  car  594, 149, 647, 182
54  6  car  566, 112, 603, 135
54  7  car  477, 93, 504, 113
54  8  car  192, 161, 248, 197
54  9  car  436, 210, 495, 260
54  10  car  855, 152, 907, 183
54  11  car  211, 130, 248, 158
54  12  car  556, 91, 585, 111
54  13  car  464, 176, 514, 217
54  14  car  519, 91, 543, 108
54  16  car  359, 82, 387, 103
54  17  car  378, 104, 404, 125
54  29  car  886, 184, 951, 218
54  32  car  403, 64, 423, 78
54  35  car  717, 293, 813, 360
54  37  bus  804, 182, 940, 372
54  43  truck  361, 270, 467, 453
55  1  person  806, 123, 819, 150
55  2  person  8, 169, 22, 203
55  3  person  117, 168, 128, 205
55  5  car  593, 148, 645, 181
55  6  car  565, 111, 602, 134
55  7  car  477, 93, 504, 112
55  8  car  188, 162, 246, 199
55  9  car  437, 211, 496, 261
55  10  car  855, 152, 906, 182
55  11  car  210, 130, 248, 158
55  12  car  555, 90, 584, 110
55  13  car  464, 177, 514, 219
55  14  car  518, 90, 543, 108
55  16  car  358, 83, 386, 104
55  17  car  377, 105, 403, 126
55  29  car  885, 183, 951, 217
55  32  car  402, 64, 422, 78
55  35  car  714, 289, 807, 354
55  37  bus  801, 181, 941, 371
55  43  truck  360, 272, 467, 457
56  1  person  806, 123, 819, 150
56  2  person  8, 169, 22, 202
56  3  person  117, 168, 128, 204
56  5  car  591, 146, 643, 179
56  6  car  564, 111, 601, 134
56  7  car  477, 92, 503, 112
56  8  car  185, 163, 244, 200
56  9  car  437, 212, 497, 263
56  10  car  856, 152, 906, 182
56  11  car  209, 130, 247, 158
56  12  car  555, 90, 584, 110
56  13  car  465, 178, 515, 220
56  14  car  517, 88, 543, 107
56  16  car  357, 83, 386, 104
56  17  car  376, 105, 402, 127
56  20  truck  357, 273, 467, 460
56  29  car  885, 182, 949, 216
56  32  car  402, 64, 422, 78
56  35  car  709, 285, 802, 349
56  37  bus  799, 179, 942, 368
56  43  car  358, 274, 466, 460
56  45  car  886, 477, 961, 539
57  1  person  805, 122, 819, 149
57  2  person  6, 169, 21, 202
57  3  person  117, 167, 128, 203
57  5  car  590, 145, 641, 177
57  6  car  562, 110, 601, 133
57  7  car  477, 91, 503, 111
57  8  car  182, 164, 241, 201
57  9  car  438, 213, 498, 265
57  10  car  856, 152, 905, 181
57  11  car  209, 131, 247, 159
57  12  car  554, 89, 584, 109
57  13  car  466, 179, 516, 221
57  14  car  517, 87, 543, 106
57  16  car  356, 83, 385, 104
57  17  car  375, 106, 402, 128
57  20  truck  356, 275, 467, 463
57  29  car  884, 182, 947, 215
57  35  car  704, 281, 797, 345
57  37  bus  797, 178, 942, 365
57  45  car  877, 469, 963, 539
58  1  person  804, 122, 818, 149
58  2  person  7, 169, 21, 203
58  3  person  117, 167, 128, 203
58  5  car  589, 144, 638, 176
58  6  car  562, 109, 600, 132
58  7  car  477, 91, 503, 110
58  8  car  179, 165, 238, 203
58  9  car  439, 215, 499, 266
58  10  car  856, 153, 905, 181
58  11  car  209, 131, 247, 159
58  12  car  554, 88, 583, 108
58  13  car  467, 180, 518, 222
58  14  car  517, 88, 541, 106
58  16  car  356, 84, 384, 105
58  17  car  375, 106, 401, 129
58  20  truck  355, 276, 467, 466
58  29  car  883, 181, 946, 214
58  32  car  401, 64, 421, 79
58  35  car  701, 278, 792, 340
58  37  bus  795, 176, 942, 361
58  43  car  355, 276, 465, 465
58  45  car  868, 460, 964, 539
59  1  person  804, 122, 817, 148
59  3  person  117, 167, 128, 203
59  5  car  587, 143, 637, 174
59  6  car  562, 108, 599, 131
59  7  car  478, 90, 504, 110
59  8  car  175, 166, 236, 204
59  9  car  439, 216, 500, 268
59  10  car  855, 151, 906, 181
59  11  car  208, 131, 246, 159
59  12  car  553, 88, 582, 108
59  13  car  468, 181, 519, 223
59  14  car  517, 86, 542, 105
59  16  car  355, 84, 383, 105
59  17  car  374, 107, 401, 129
59  20  car  353, 278, 466, 469
59  29  car  880, 180, 944, 214
59  32  car  401, 64, 421, 79
59  35  car  695, 274, 786, 336
59  37  bus  794, 175, 942, 356
59  45  car  860, 451, 965, 539
60  1  person  803, 121, 817, 148
60  2  person  7, 170, 22, 203
60  3  person  117, 167, 128, 203
60  5  car  585, 142, 634, 173
60  6  car  561, 108, 597, 131
60  7  car  478, 90, 504, 109
60  8  car  171, 167, 233, 206
60  9  car  439, 217, 500, 269
60  10  car  854, 150, 906, 181
60  11  car  208, 132, 246, 160
60  12  car  553, 88, 582, 108
60  13  car  469, 182, 520, 224
60  14  car  516, 85, 542, 104
60  16  car  353, 84, 382, 106
60  17  car  374, 107, 400, 130
60  20  truck  353, 279, 467, 472
60  29  car  879, 179, 942, 213
60  35  car  692, 271, 781, 331
60  37  bus  792, 173, 941, 352
60  43  car  353, 279, 465, 472
60  45  car  851, 443, 965, 539
61  1  person  803, 121, 816, 147
61  2  person  7, 170, 22, 203
61  3  person  118, 166, 129, 203
61  5  car  584, 140, 632, 171
61  6  car  560, 107, 596, 130
61  7  car  478, 90, 504, 109
61  8  car  167, 168, 230, 207
61  9  car  440, 218, 501, 271
61  10  car  854, 150, 907, 181
61  11  car  207, 132, 246, 160
61  12  car  553, 87, 581, 107
61  13  car  469, 183, 521, 226
61  14  car  517, 86, 541, 103
61  16  car  353, 85, 382, 107
61  17  car  373, 108, 400, 130
61  29  car  878, 179, 940, 212
61  32  car  400, 64, 420, 80
61  35  car  688, 267, 776, 327
61  37  bus  791, 172, 941, 347
61  45  car  843, 434, 966, 539
62  1  person  802, 121, 816, 147
62  2  person  7, 170, 22, 204
62  3  person  118, 166, 129, 202
62  5  car  583, 139, 630, 169
62  6  car  559, 107, 595, 129
62  7  car  478, 89, 504, 108
62  8  car  164, 169, 228, 209
62  9  car  441, 219, 502, 272
62  10  car  855, 151, 907, 181
62  11  car  207, 132, 246, 161
62  12  car  552, 86, 581, 107
62  13  car  470, 184, 522, 227
62  14  car  516, 85, 540, 103
62  16  car  352, 85, 381, 107
62  17  car  372, 108, 400, 131
62  29  car  878, 178, 939, 210
62  35  car  683, 263, 772, 323
62  37  bus  788, 171, 940, 342
62  43  truck  350, 282, 465, 479
62  45  car  835, 426, 967, 539
63  1  person  802, 120, 815, 146
63  2  person  6, 170, 22, 205
63  3  person  118, 165, 129, 202
63  5  car  581, 138, 628, 168
63  6  car  558, 106, 595, 128
63  7  car  478, 89, 504, 108
63  8  car  161, 170, 225, 210
63  9  car  441, 221, 502, 274
63  10  car  856, 151, 907, 180
63  11  car  206, 132, 246, 161
63  12  car  552, 86, 581, 106
63  13  car  470, 185, 523, 228
63  14  car  517, 85, 539, 102
63  16  car  350, 86, 380, 108
63  17  car  371, 109, 399, 132
63  29  car  875, 177, 937, 210
63  35  car  679, 258, 768, 318
63  37  bus  786, 169, 939, 338
63  45  car  831, 419, 964, 534
64  1  person  801, 120, 815, 146
64  2  person  5, 170, 21, 205
64  3  person  118, 165, 129, 202
64  5  car  579, 136, 626, 167
64  6  car  558, 105, 593, 127
64  7  car  478, 88, 504, 107
64  8  car  158, 172, 222, 212
64  9  car  442, 222, 503, 275
64  10  car  855, 151, 906, 180
64  11  car  206, 132, 245, 161
64  12  car  552, 86, 581, 105
64  13  car  471, 186, 524, 230
64  14  car  516, 84, 539, 101
64  16  car  349, 86, 379, 108
64  17  car  370, 109, 398, 133
64  29  car  871, 177, 935, 210
64  35  car  676, 255, 763, 314
64  37  bus  783, 168, 938, 334
64  45  car  828, 411, 961, 526
65  1  person  801, 119, 815, 145
65  2  person  6, 170, 22, 204
65  3  person  118, 165, 129, 202
65  5  car  577, 135, 625, 165
65  6  car  557, 104, 593, 127
65  7  car  478, 87, 505, 107
65  8  car  154, 173, 219, 213
65  9  car  442, 223, 504, 277
65  10  car  855, 151, 906, 180
65  11  car  205, 132, 245, 161
65  12  car  551, 85, 580, 105
65  13  car  472, 187, 525, 231
65  14  car  515, 82, 540, 101
65  16  car  348, 86, 378, 109
65  17  car  369, 110, 398, 134
65  29  car  869, 176, 934, 210
65  35  car  673, 254, 758, 311
65  37  bus  780, 166, 938, 329
65  45  car  825, 404, 957, 516
66  1  person  800, 119, 814, 145
66  2  person  7, 170, 22, 204
66  3  person  117, 165, 129, 202
66  5  car  576, 134, 622, 163
66  6  car  556, 104, 592, 126
66  7  car  478, 86, 505, 106
66  8  car  150, 174, 216, 215
66  9  car  443, 225, 505, 279
66  10  car  855, 151, 905, 179
66  11  car  204, 132, 244, 162
66  12  car  551, 85, 580, 104
66  13  car  472, 188, 525, 232
66  14  car  515, 81, 540, 100
66  16  car  348, 87, 377, 109
66  17  car  369, 111, 397, 135
66  29  car  868, 175, 933, 209
66  32  car  398, 65, 419, 80
66  35  car  669, 251, 752, 307
66  37  bus  778, 164, 937, 325
66  45  car  823, 397, 953, 506
67  1  person  800, 118, 814, 144
67  2  person  5, 170, 21, 204
67  3  person  117, 165, 129, 202
67  5  car  574, 133, 620, 162
67  6  car  556, 103, 591, 125
67  7  car  477, 86, 504, 105
67  8  car  147, 175, 213, 217
67  9  car  443, 226, 506, 281
67  10  car  854, 150, 905, 179
67  11  car  204, 133, 244, 162
67  12  car  551, 84, 579, 104
67  13  car  473, 189, 526, 233
67  14  car  514, 80, 539, 99
67  16  car  347, 87, 376, 109
67  17  car  368, 112, 396, 135
67  29  car  868, 175, 932, 208
67  32  car  398, 65, 418, 80
67  35  car  665, 248, 748, 303
67  37  bus  775, 163, 937, 321
67  45  car  821, 390, 949, 497
68  1  person  800, 118, 814, 144
68  2  person  6, 170, 22, 203
68  3  person  118, 164, 130, 202
68  5  car  573, 131, 619, 160
68  6  car  555, 102, 590, 124
68  7  car  478, 85, 504, 104
68  8  car  143, 177, 210, 218
68  9  car  443, 226, 507, 282
68  10  car  854, 149, 905, 179
68  11  car  204, 133, 244, 162
68  12  car  551, 84, 579, 103
68  13  car  473, 190, 526, 234
68  14  car  514, 79, 539, 98
68  16  car  345, 87, 375, 109
68  17  car  367, 112, 396, 136
68  29  car  867, 174, 929, 206
68  32  car  398, 65, 418, 80
68  35  car  662, 245, 743, 299
68  37  bus  773, 161, 937, 317
68  45  car  815, 383, 943, 487
69  1  person  800, 117, 814, 143
69  2  person  6, 169, 22, 203
69  3  person  118, 164, 130, 201
69  5  car  573, 130, 618, 159
69  6  car  554, 101, 589, 123
69  7  car  478, 85, 504, 104
69  8  car  139, 178, 207, 219
69  9  car  444, 227, 508, 284
69  10  car  854, 150, 904, 178
69  11  car  203, 133, 243, 162
69  12  car  551, 83, 579, 102
69  13  car  474, 190, 527, 235
69  14  car  515, 79, 539, 97
69  16  car  344, 87, 374, 110
69  17  car  367, 112, 395, 137
69  29  car  865, 173, 926, 205
69  32  car  397, 65, 418, 81
69  35  car  657, 242, 738, 295
69  37  bus  769, 159, 937, 314
69  43  car  355, 353, 447, 501
69  45  car  809, 376, 936, 478
70  1  person  799, 116, 813, 143
70  2  person  6, 168, 22, 202
70  3  person  118, 164, 130, 201
70  5  car  571, 129, 616, 157
70  6  car  554, 101, 588, 122
70  7  car  478, 84, 504, 103
70  8  car  135, 179, 203, 221
70  9  car  444, 229, 509, 286
70  10  car  854, 149, 904, 177
70  11  car  202, 133, 242, 162
70  12  car  550, 82, 579, 102
70  13  car  474, 191, 528, 236
70  14  car  515, 78, 538, 96
70  16  car  343, 87, 373, 110
70  17  car  366, 113, 395, 137
70  29  car  863, 173, 926, 205
